goal	rule	score
p3(a10, X6)	p3(a10, a13)	1
p3(X0, X3)	p3(a22, a5)	1
p4(X1, X0)	p4(a74, a1)	1
p4(X0, X3)	p4(a24, a81)	1
p4(X0, X7)	p4(a51, a7)	1
p0(X8)	p0(a21)	1
p6(a0, a62, X0, a0)	p6(a0, a62, a26, a0)	1
p4(X6, X3)	p4(a16, X5) :- p5(a10, X5)	1
p3(X2, X0)	p3(a10, a1)	1
p7(X7)	p7(a16)	1
p4(X2, X4)	p4(a47, a35)	1
p7(a22)	p7(a22)	1
p0(X3)	p0(a33)	1
p3(X1, X0)	p3(a13, a19)	1
p6(X0, X3, X4, X1)	p6(a15, a16, a28, a1)	1
p4(X2, X4)	p4(a2, a13)	1
p3(X2, X0)	p3(a10, a13)	1
p3(X7, X0)	p3(a46, a0)	1
p3(X7, X0)	p3(a32, a86)	1
p0(X3)	p0(a51)	1
p0(X7)	p0(a59)	1
p3(X7, X0)	p3(a41, a45)	1
p4(X0, a1)	p4(a74, a1)	1
p8(a0)	p8(a0)	1
p3(a22, X0)	p3(a22, a15)	1
p3(X6, X0)	p3(a13, a19)	1
p0(X0)	p0(a59)	1
p4(X0, X5)	p4(a0, a61)	1
p6(X1, a7, X0, X2)	p6(a0, a7, a1, a33)	1
p3(X0, X7)	p3(a98, a28)	1
p4(X0, X7)	p4(a94, a57)	1
p7(X3)	p7(a51)	1
p4(X0, X3)	p4(a12, a26)	1
p4(X8, X2)	p4(a74, a1)	1
p6(a24, X0, a74, a92)	p6(a24, a60, a74, a92)	1
p3(X0, X1)	p3(a98, a4)	1
p0(X6)	p0(a13)	1
p3(X0, X1)	p3(a25, a48)	1
p0(X6)	p0(a55)	1
p6(X0, X3, X4, X1)	p6(a8, a7, a28, a8)	1
p7(X8)	p7(a0)	1
p0(X1)	p0(a0)	1
p4(X1, X0)	p4(a18, a48)	1
p3(X0, X3)	p3(a10, a1)	1
p3(X3, X0)	p3(a48, a11)	1
p3(X6, X0)	p3(a10, a1)	1
p4(X0, X3)	p4(a20, a47)	1
p3(X9, X0)	p3(a45, a93)	1
p3(X4, X0)	p3(a48, a11)	1
p4(X0, X3)	p4(a47, a35)	1
p5(X1, X0)	p5(a20, a23)	1
p1(a54, a27, X1, a73, X0)	p1(a54, a27, a82, a73, a0)	1
p4(X7, X5)	p4(a0, a15)	1
p4(X0, X5)	p4(a30, a11)	1
p3(X7, X0)	p3(a80, a4)	1
p8(X0)	p8(a33)	1
p7(X3)	p7(a85)	1
p4(X6, X9)	p4(a94, a57)	1
p4(a55, a25)	p4(a55, X0) :- p3(X0, X9)	1
p4(X0, a46)	p4(a55, X0) :- p3(X0, X9)	1
p0(X6)	p0(a49)	1
p7(X0)	p7(a27)	1
p3(X4, X0)	p3(a88, a22)	1
p3(X0, X1)	p3(a33, a19)	1
p3(X0, X8)	p3(a13, a19)	1
p4(X0, a96)	p4(a64, a96)	1
p3(X0, X3)	p3(a10, a13)	1
p3(X9, X0)	p3(a20, a22)	1
p7(a10)	p7(a10)	1
p4(X5, X6)	p4(a0, a1)	1
p6(X0, a7, X1, X2)	p6(a0, a7, a1, a33)	1
p4(X5, X6)	p4(a0, a15)	1
p3(X8, X0)	p3(a22, a5)	1
p4(X0, X9)	p4(a0, a65)	1
p3(X7, X0)	p3(a10, a13)	1
p7(X3)	p7(a13)	1
p3(X2, X0)	p3(a0, a94)	1
p5(X0, a84)	p5(a92, a84)	1
p3(a46, X0)	p3(a46, a0)	1
p3(X0, X1)	p3(a80, a4)	1
p0(X6)	p0(a57)	1
p4(X0, X8)	p4(a34, a74)	1
p4(X6, X3)	p4(a51, a20)	1
p1(a21, a77, a84, a47, X0)	p1(a21, a77, a84, a47, a3)	1
p2(X0)	p2(a62)	1
p6(X2, X3, X8, X0)	p6(a99, a7, a0, a11)	1
p6(X0, a0, X1, X2)	p6(a0, a0, a33, a77)	1
p4(X0, X4)	p4(a74, a1)	1
p4(X6, X3)	p4(a30, a11)	1
p4(X7, X5)	p4(a18, a48)	1
p3(X0, X8)	p3(a49, a10)	1
p4(X0, X1)	p4(a51, a7)	1
p4(X0, X9)	p4(a36, a52)	1
p3(X7, X0)	p3(a1, a18)	1
p4(X7, X5)	p4(a2, a13)	1
p3(X1, X0)	p3(a98, a28)	1
p3(X4, X0)	p3(a12, a17)	1
p0(X3)	p0(a0)	1
p3(X5, X0)	p3(a20, a22)	1
p3(X0, X8)	p3(a10, a13)	1
p3(X7, X0)	p3(a98, a4)	1
p0(X8)	p0(a45)	1
p3(X7, X0)	p3(a25, a48)	1
p7(X6)	p7(a13)	1
p6(X0, a0, X7, X1)	p6(a22, a0, a34, a87)	1
p0(X7)	p0(a27)	1
p4(X2, X4)	p4(a51, a20)	1
p6(X8, X3, X3, X2)	p6(a36, X1, X1, a85) :- p7(X1)	1
p4(X5, X6)	p4(a57, a99)	1
p4(X0, X2)	p4(a0, a61)	1
p3(X5, X0)	p3(a16, a30)	1
p3(X5, X0)	p3(a90, a16)	1
p4(X0, a82)	p4(a85, a82)	1
p0(X0)	p0(a27)	1
p0(X8)	p0(a41)	1
p4(a12, X0)	p4(a12, a26)	1
p3(X7, X0)	p3(a22, a15)	1
p3(X0, X8)	p3(a98, a4)	1
p4(X0, X9)	p4(a2, a13)	1
p3(X0, X8)	p3(a25, a48)	1
p7(X1)	p7(a55)	1
p4(X0, a11)	p4(a55, X0) :- p3(X0, X9)	1
p4(X0, a81)	p4(a24, a81)	1
p4(X0, X8)	p4(a12, a26)	1
p3(a12, X0)	p3(a12, a17)	1
p6(X0, X3, X4, X1)	p6(a0, a62, a26, a0)	1
p8(a15)	p8(a15)	1
p4(X0, X9)	p4(a46, a33)	1
p3(X8, X0)	p3(a10, a1)	1
p3(X0, X7)	p3(a49, a10)	1
p7(X5)	p7(a24)	1
p3(X2, X0)	p3(a19, a17)	1
p6(X0, a16, X7, X1)	p6(a15, a16, a28, a1)	1
p3(X8, X0)	p3(a16, a30)	1
p4(X8, X3)	p4(a85, a82)	1
p3(X8, X0)	p3(a90, a16)	1
p4(X6, X9)	p4(a0, a0)	1
p0(X8)	p0(a33)	1
p4(X0, X1)	p4(a74, a1)	1
p6(X5, a1, a36, X0)	p6(a69, a1, a36, a61)	1
p4(X0, X8)	p4(a10, a55)	1
p3(X2, X0)	p3(a41, a45)	1
p7(X8)	p7(a63)	1
p3(X3, X0)	p3(a20, a22)	1
p3(X0, X1)	p3(a12, a17)	1
p4(X0, X1)	p4(a25, a32)	1
p6(X2, X3, X8, X0)	p6(a15, a16, a28, a1)	1
p7(X8)	p7(a64)	1
p4(X0, a15)	p4(a0, a15)	1
p4(X8, X3)	p4(a30, a11)	1
p7(X6)	p7(a31)	1
p7(X1)	p7(a17)	1
p3(X3, X0)	p3(a16, a30)	1
p4(X8, X3)	p4(a68, a10)	1
p4(X0, X9)	p4(a10, a11)	1
p5(X1, X0)	p5(a34, a98)	1
p5(a10, X5)	p5(a10, a2)	1
p3(X2, X0)	p3(a13, a19)	1
p4(X3, X7)	p4(a12, a26)	1
p3(X3, X0)	p3(a20, a39)	1
p0(X1)	p0(a27)	1
p4(X3, X7)	p4(a64, a96)	1
p0(X0)	p0(a15)	1
p0(X7)	p0(a72)	1
p3(X0, X8)	p3(a0, a94)	1
p4(X0, X2)	p4(a64, a96)	1
p3(X3, X0)	p3(a17, a82)	1
p5(X1, X0)	p5(a0, a45)	1
p4(X0, X9)	p4(a0, a15)	1
p6(X0, X3, X4, X1)	p6(a10, a19, a62, a67)	1
p6(X2, X7, X7, X9)	p6(a36, X1, X1, a85) :- p7(X1)	1
p6(X0, X3, X4, X1)	p6(a20, a85, a29, a1)	1
p4(X1, X0)	p4(a25, a32)	1
p3(X0, X1)	p3(a21, a79)	1
p3(X5, X0)	p3(a91, a66)	1
p4(X3, X7)	p4(a55, X0) :- p3(X0, X9)	1
p5(a10, X1)	p5(a10, a4)	1
p3(X7, X0)	p3(a33, a33)	1
p6(a36, X3, X3, X4)	p6(a36, X1, X1, a85) :- p7(X1)	1
p3(X0, X3)	p3(a19, a17)	1
p3(X6, X0)	p3(a19, a17)	1
p4(X8, X2)	p4(a10, a55)	1
p4(X5, X6)	p4(a51, a7)	1
p4(X0, X7)	p4(a34, a74)	1
p7(X7)	p7(a24)	1
p0(X1)	p0(a16)	1
p0(X7)	p0(a43)	1
p4(X0, X1)	p4(a18, a48)	1
p6(a36, X3, X3, a85)	p6(a36, X1, X1, a85) :- p7(X1)	1
p4(X8, X2)	p4(a51, a20)	1
p7(X3)	p7(a10)	1
p4(X0, X1)	p4(a64, a96)	1
p6(X2, X3, X8, X0)	p6(a24, a60, a74, a92)	1
p4(X6, X3)	p4(a24, a74)	1
p6(X0, a7, X7, X1)	p6(a8, a7, a28, a8)	1
p4(X8, X2)	p4(a55, X0) :- p3(X0, X9)	1
p0(X0)	p0(a43)	1
p3(a0, X6)	p3(a0, a22)	1
p3(a22, X0)	p3(a22, a5)	1
p4(X6, X3)	p4(a15, a4)	1
p6(X2, X3, X8, X0)	p6(a90, a0, a93, a1)	1
p7(X0)	p7(a13)	1
p3(X0, X7)	p3(a0, a94)	1
p3(X0, X3)	p3(a13, a19)	1
p3(X0, X1)	p3(a33, a33)	1
p7(X8)	p7(a27)	1
p5(X1, X0)	p5(a15, a11)	1
p0(X1)	p0(a15)	1
p4(X0, X7)	p4(a0, a65)	1
p3(X1, X0)	p3(a0, a22)	1
p6(X7, a1, a36, X0)	p6(a69, a1, a36, a61)	1
p4(X7, X5)	p4(a25, a32)	1
p3(X3, X0)	p3(a91, a66)	1
p0(X3)	p0(a72)	1
p7(X7)	p7(a32)	1
p3(X0, X7)	p3(a10, a13)	1
p4(X6, X9)	p4(a30, a11)	1
p3(X4, X0)	p3(a91, a66)	1
p0(X1)	p0(X7) :- p3(X8, X7), p8(X8)	1
p6(a36, X8, X8, X8)	p6(a36, X1, X1, a85) :- p7(X1)	1
p0(X7)	p0(a11)	1
p4(X0, X7)	p4(a36, a52)	1
p7(X5)	p7(a16)	1
p4(X6, X9)	p4(a68, a10)	1
p3(X8, a0)	p3(a0, a0)	1
p0(X8)	p0(a0)	1
p6(X2, X3, X8, X0)	p6(a0, a0, a33, a77)	1
p3(X3, X0)	p3(a11, a36)	1
p7(X7)	p7(a31)	1
p5(a87, X0)	p5(a87, a42)	1
p4(X0, X8)	p4(a61, a49)	1
p7(X5)	p7(a85)	1
p4(X0, X2)	p4(a24, a74)	1
p4(X6, X3)	p4(a0, a61)	1
p4(X0, X4)	p4(a10, a55)	1
p7(X7)	p7(a23)	1
p3(X2, X0)	p3(a98, a28)	1
p4(X8, X3)	p4(a0, a65)	1
p4(X0, X4)	p4(a51, a20)	1
p4(X1, X0)	p4(a61, a49)	1
p4(X8, X3)	p4(a0, a1)	1
p7(a32)	p7(a32)	1
p0(X3)	p0(a43)	1
p4(X8, X3)	p4(a0, a15)	1
p4(X0, X3)	p4(a0, a0)	1
p3(a0, X6)	p3(a0, a94)	1
p4(X0, X9)	p4(a26, a47)	1
p4(X0, X7)	p4(a2, a13)	1
p3(X0, X8)	p3(a21, a79)	1
p3(X5, X0)	p3(a0, a71)	1
p3(X3, a0)	p3(a0, a0)	1
p6(X0, a0, X5, X1)	p6(a0, a0, a33, a77)	1
p4(X0, X8)	p4(a24, a81)	1
p6(X2, X3, X8, X0)	p6(a0, a62, a26, a0)	1
p6(X0, X3, X4, X1)	p6(a22, a0, a34, a87)	1
p3(X8, X0)	p3(a19, a17)	1
p3(a25, X0)	p3(a25, a48)	1
p4(X0, X7)	p4(a46, a33)	1
p6(X0, a90, X1, X2)	p6(a0, a90, a11, a42)	1
p8(X0)	p8(a41)	1
p0(X6)	p0(a77)	1
p3(X6, X0)	p3(a45, a93)	1
p4(X2, X4)	p4(a85, a82)	1
p0(X3)	p0(a77)	1
p7(X1)	p7(a24)	1
p7(X7)	p7(a1)	1
p3(X7, X0)	p3(a23, a45)	1
p3(X1, X0)	p3(a5, a14)	1
p6(X0, a4, X1, X2)	p6(a74, a4, a16, a0)	1
p4(X0, X7)	p4(a10, a11)	1
p4(X2, X4)	p4(a30, a11)	1
p4(X8, X2)	p4(a61, a49)	1
p5(a10, X6)	p5(a10, a2)	1
p5(X1, X0)	p5(a70, a18)	1
p4(X2, X4)	p4(a68, a10)	1
p4(X3, X7)	p4(a36, a52)	1
p3(X0, X3)	p3(a98, a28)	1
p4(X3, X7)	p4(a24, a81)	1
p3(X6, X0)	p3(a98, a28)	1
p6(X0, a22, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	1
p4(X0, X2)	p4(a36, a52)	1
p7(X7)	p7(a10)	1
p4(X0, X5)	p4(a0, a0)	1
p4(X0, X1)	p4(a0, a65)	1
p6(a36, X3, X3, X7)	p6(a36, X1, X1, a85) :- p7(X1)	1
p5(a10, X6)	p5(a10, a4)	1
p6(X2, X3, X8, X0)	p6(a20, a85, a29, a1)	1
p6(X2, X3, X8, X0)	p6(a39, a60, a70, a31)	1
p3(X2, X0)	p3(a95, a11)	1
p4(X0, X5)	p4(a94, a57)	1
p4(X8, X2)	p4(a24, a81)	1
p0(X6)	p0(X7) :- p3(X8, X7), p8(X8)	1
p4(X0, X3)	p4(a0, a61)	1
p4(X0, X8)	p4(a20, a47)	1
p4(a55, X0)	p4(a55, X0) :- p3(X0, X9)	1
p3(a19, X0)	p3(a19, a17)	1
p7(X1)	p7(a32)	1
p0(X6)	p0(a21)	1
p4(X0, X8)	p4(a47, a35)	1
p7(X5)	p7(a22)	1
p3(a13, X6)	p3(a13, a19)	1
p4(X0, X1)	p4(a36, a52)	1
p4(X0, a74)	p4(a34, a74)	1
p3(X3, X0)	p3(a90, a16)	1
p7(X0)	p7(a63)	1
p4(X0, X3)	p4(a85, a82)	1
p0(X1)	p0(a38)	1
p6(X7, a0, a36, X0)	p6(a2, a0, a36, a58)	1
p3(X4, X0)	p3(a16, a30)	1
p3(X0, X7)	p3(a33, a33)	1
p3(X4, X0)	p3(a90, a16)	1
p4(X6, X9)	p4(a24, a74)	1
p7(X6)	p7(a16)	1
p3(X4, X0)	p3(a32, a86)	1
p8(X0)	p8(a65)	1
p7(a55)	p7(a55)	1
p3(X5, X0)	p3(a0, a0)	1
p0(X6)	p0(a10)	1
p3(a0, X6)	p3(a0, a47)	1
p3(X9, X0)	p3(a21, a79)	1
p0(X1)	p0(a6)	1
p3(X0, X7)	p3(a46, a0)	1
p3(X5, X0)	p3(a15, a14)	1
p8(X0)	p8(a38)	1
p3(X2, X0)	p3(a49, a10)	1
p4(X0, X3)	p4(a30, a11)	1
p6(X5, a64, a64, X0)	p6(a36, X1, X1, a85) :- p7(X1)	1
p3(a41, X6)	p3(a41, a45)	1
p7(X7)	p7(a0)	1
p4(X0, X4)	p4(a61, a49)	1
p2(X0)	p2(a69)	1
p4(X0, X3)	p4(a68, a10)	1
p7(X8)	p7(a13)	1
p3(X1, X0)	p3(a0, a47)	1
p8(a1)	p8(a1)	1
p7(X0)	p7(a22)	1
p4(X0, X2)	p4(a10, a11)	1
p4(X0, a98)	p4(a55, X0) :- p3(X0, X9)	1
p4(X0, X4)	p4(a24, a74)	1
p3(X2, X0)	p3(a0, a22)	1
p7(X3)	p7(a98)	1
p4(X0, a90)	p4(a55, X0) :- p3(X0, X9)	1
p7(X6)	p7(a64)	1
p4(X0, a1)	p4(a55, X0) :- p3(X0, X9)	1
p3(X0, X3)	p3(a95, a11)	1
p3(X5, X0)	p3(a1, a18)	1
p3(a19, X6)	p3(a19, a17)	1
p4(X8, X3)	p4(a51, a7)	1
p4(X6, X3)	p4(a0, a1)	1
p4(X0, X4)	p4(a24, a81)	1
p7(X1)	p7(a68)	1
p4(X8, X2)	p4(a20, a47)	1
p0(X1)	p0(a23)	1
p4(X8, X2)	p4(a47, a35)	1
p6(a90, a0, a93, X0)	p6(a90, a0, a93, a1)	1
p0(X8)	p0(a16)	1
p3(X7, X0)	p3(a33, a26)	1
p4(X0, X7)	p4(a74, a1)	1
p3(X0, a0)	p3(a0, a0)	1
p4(X3, X7)	p4(a0, a0)	1
p4(X8, X2)	p4(a68, a10)	1
p3(X8, X0)	p3(a98, a28)	1
p7(X1)	p7(a1)	1
p3(a16, X0)	p3(a16, a30)	1
p7(X1)	p7(a16)	1
p3(X3, X0)	p3(a0, a0)	1
p7(X3)	p7(a63)	1
p4(X0, X5)	p4(a85, a82)	1
p4(X0, a15)	p4(a55, X0) :- p3(X0, X9)	1
p8(a45)	p8(a45)	1
p3(X3, X0)	p3(a15, a14)	1
p3(X0, X7)	p3(a80, a4)	1
p4(X0, X1)	p4(a10, a11)	1
p4(X0, X9)	p4(a64, a96)	1
p3(X5, X0)	p3(a22, a5)	1
p3(X0, X1)	p3(a20, a39)	1
p4(X2, X4)	p4(a0, a65)	1
p4(a55, a20)	p4(a55, X0) :- p3(X0, X9)	1
p4(X0, X5)	p4(a16, X5) :- p5(a10, X5)	1
p4(X2, X4)	p4(a0, a1)	1
p4(X0, X1)	p4(a61, a49)	1
p4(X0, X9)	p4(a10, a55)	1
p4(X2, X4)	p4(a0, a15)	1
p2(X0)	p2(a49)	1
p3(X0, X3)	p3(a49, a10)	1
p3(X6, X0)	p3(a49, a10)	1
p7(X5)	p7(a68)	1
p0(X8)	p0(a15)	1
p3(a15, X0)	p3(a15, a14)	1
p3(a0, X0)	p3(a0, a94)	1
p3(X2, X0)	p3(a23, a45)	1
p3(X0, X1)	p3(a33, a26)	1
p4(X0, a57)	p4(a94, a57)	1
p4(X0, X9)	p4(a55, X0) :- p3(X0, X9)	1
p3(X1, X0)	p3(a46, a0)	1
p4(X5, X6)	p4(a0, a65)	1
p3(X0, X8)	p3(a12, a17)	1
p3(X9, X0)	p3(a0, a71)	1
p4(X6, X3)	p4(a57, a99)	1
p4(X6, X3)	p4(a18, a48)	1
p3(X7, X0)	p3(a49, a10)	1
p3(X3, X0)	p3(a1, a18)	1
p0(X7)	p0(a13)	1
p3(X1, X0)	p3(a32, a86)	1
p4(X8, X3)	p4(a74, a1)	1
p3(X0, X3)	p3(a0, a22)	1
p3(X4, X0)	p3(a1, a18)	1
p0(X7)	p0(a55)	1
p4(X0, a4)	p4(a16, X5) :- p5(a10, X5)	1
p3(X3, X0)	p3(a25, a48)	1
p0(X8)	p0(X7) :- p3(X8, X7), p8(X8)	1
p6(X0, X3, X4, X1)	p6(a51, a67, a22, a70)	1
p5(X1, X0)	p5(a37, a18)	1
p0(X0)	p0(a33)	1
p4(X8, X3)	p4(a25, a32)	1
p3(X4, X0)	p3(a25, a48)	1
p0(X3)	p0(a59)	1
p4(X6, X3)	p4(a26, a47)	1
p4(X4, a80)	p4(a55, X0) :- p3(X0, X9)	1
p4(X5, X6)	p4(a36, a52)	1
p3(X9, X0)	p3(a5, a14)	1
p0(X6)	p0(a45)	1
p0(X6)	p0(a6)	1
p4(X0, X8)	p4(a49, a95)	1
p4(X0, X4)	p4(a68, a10)	1
p6(X1, a7, X0, X2)	p6(a8, a7, a28, a8)	1
p4(X1, X0)	p4(a0, a15)	1
p3(X2, X0)	p3(a5, a14)	1
p6(X0, a32, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	1
p3(a13, X0)	p3(a13, a19)	1
p3(X0, X1)	p3(a10, a13)	1
p0(X1)	p0(a49)	1
p7(X1)	p7(a0)	1
p0(X6)	p0(a41)	1
p4(X0, a10)	p4(a68, a10)	1
p3(X8, X0)	p3(a95, a11)	1
p7(a68)	p7(a68)	1
p3(a98, X0)	p3(a98, a28)	1
p3(X1, X0)	p3(a80, a4)	1
p4(X0, X2)	p4(a57, a99)	1
p3(X0, X3)	p3(a23, a45)	1
p4(X0, X3)	p4(a24, a74)	1
p7(X7)	p7(a64)	1
p4(X5, X6)	p4(a2, a13)	1
p3(X1, X0)	p3(a10, a1)	1
p3(a16, X6)	p3(a16, a30)	1
p6(a36, a68, a68, X0)	p6(a36, X1, X1, a85) :- p7(X1)	1
p7(X5)	p7(a27)	1
p3(X8, X0)	p3(a48, a11)	1
p4(X3, X7)	p4(a26, a47)	1
p0(X1)	p0(a57)	1
p6(X0, a0, X1, X2)	p6(a2, a0, a36, a58)	1
p4(X0, X2)	p4(a26, a47)	1
p4(X7, X5)	p4(a10, a11)	1
p4(X8, X3)	p4(a18, a48)	1
p6(X0, X3, X4, X1)	p6(a12, a12, a32, a18)	1
p4(X0, X2)	p4(a16, X5) :- p5(a10, X5)	1
p3(X8, X0)	p3(a88, a22)	1
p3(X6, X0)	p3(a20, a22)	1
p3(X1, X0)	p3(a10, a13)	1
p3(X0, X3)	p3(a0, a94)	1
p0(X0)	p0(a2)	1
p4(X0, X5)	p4(a34, a74)	1
p0(X3)	p0(a13)	1
p3(X6, X0)	p3(a0, a94)	1
p5(a10, X3)	p5(a10, a4)	1
p6(X2, X3, X8, X0)	p6(a13, a12, a55, a75)	1
p0(X3)	p0(a55)	1
p3(X0, X8)	p3(a20, a39)	1
p6(X0, a7, X1, X2)	p6(a8, a7, a28, a8)	1
p3(X8, X0)	p3(a49, a10)	1
p8(X0)	p8(a75)	1
p4(X8, X2)	p4(a0, a15)	1
p4(X0, a95)	p4(a49, a95)	1
p4(X5, X6)	p4(a10, a11)	1
p3(X3, X0)	p3(a88, a22)	1
p3(a0, X0)	p3(a0, a47)	1
p3(X0, X3)	p3(a5, a14)	1
p3(X4, X0)	p3(a0, a71)	1
p4(X6, X3)	p4(a51, a7)	1
p6(X0, a12, X1, X2)	p6(a13, a12, a55, a75)	1
p4(X0, X1)	p4(a26, a47)	1
p0(X7)	p0(a17)	1
p0(X3)	p0(a49)	1
p2(X0)	p2(a0)	1
p4(X0, X9)	p4(a61, a49)	1
p3(X8, X0)	p3(a0, a22)	1
p2(X0)	p2(a51)	1
p0(X0)	p0(a17)	1
p6(X0, a53, a53, a85)	p6(a36, X1, X1, a85) :- p7(X1)	1
p7(X8)	p7(a22)	1
p3(X2, X0)	p3(a0, a47)	1
p3(X1, X0)	p3(a22, a15)	1
p4(X2, X4)	p4(a51, a7)	1
p4(X0, X5)	p4(a12, a26)	1
p3(X7, X0)	p3(a91, a66)	1
p4(X6, X3)	p4(a49, a95)	1
p0(X3)	p0(a57)	1
p4(X8, X2)	p4(a18, a48)	1
p0(X1)	p0(a2)	1
p4(X6, X3)	p4(a0, a0)	1
p6(X0, X3, X4, X1)	p6(a10, a67, a73, a24)	1
p0(X8)	p0(a38)	1
p3(X3, X0)	p3(a12, a17)	1
p4(X0, X9)	p4(a24, a81)	1
p4(X0, a65)	p4(a0, a65)	1
p4(X0, X8)	p4(a0, a0)	1
p4(X0, X7)	p4(a64, a96)	1
p4(X6, X3)	p4(a94, a57)	1
p7(X6)	p7(a24)	1
p3(X0, X7)	p3(a95, a11)	1
p4(X1, X0)	p4(a16, X5) :- p5(a10, X5)	1
p4(X0, X7)	p4(a10, a55)	1
p4(X0, X4)	p4(a0, a1)	1
p3(X6, X0)	p3(a22, a15)	1
p3(X9, X0)	p3(a22, a5)	1
p4(X0, X4)	p4(a0, a15)	1
p3(X0, X8)	p3(a91, a66)	1
p3(a20, X6)	p3(a20, a39)	1
p4(X0, X7)	p4(a55, X0) :- p3(X0, X9)	1
p4(X3, X7)	p4(a34, a74)	1
p4(X6, X9)	p4(a57, a99)	1
p3(a33, X0)	p3(a33, a26)	1
p4(X6, X9)	p4(a18, a48)	1
p7(X6)	p7(a55)	1
p4(X0, X5)	p4(a46, a33)	1
p3(X8, X0)	p3(a20, a22)	1
p2(X0)	p2(a21)	1
p3(X2, X0)	p3(a98, a4)	1
p4(X7, X5)	p4(a47, a35)	1
p3(X3, X0)	p3(a45, a93)	1
p3(X8, X0)	p3(a0, a94)	1
p3(X2, X0)	p3(a46, a0)	1
p4(X8, a90)	p4(a55, X0) :- p3(X0, X9)	1
p3(X0, X3)	p3(a0, a47)	1
p4(X2, X4)	p4(a74, a1)	1
p6(X0, a12, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	1
p7(X5)	p7(a51)	1
p4(X6, X9)	p4(a26, a47)	1
p4(X0, X2)	p4(a49, a95)	1
p3(X2, X0)	p3(a32, a86)	1
p4(X2, a80)	p4(a55, X0) :- p3(X0, X9)	1
p7(X3)	p7(a23)	1
p4(X6, X9)	p4(a16, X5) :- p5(a10, X5)	1
p0(X8)	p0(a23)	1
p6(a36, X1, X1, X7)	p6(a36, X1, X1, a85) :- p7(X1)	1
p4(X2, X4)	p4(a25, a32)	1
p4(X8, X3)	p4(a10, a55)	1
p3(X0, X1)	p3(a41, a45)	1
p3(X4, X0)	p3(a0, a0)	1
p4(X0, a26)	p4(a12, a26)	1
p3(X6, X0)	p3(a21, a79)	1
p6(X5, X8, a36, X0)	p6(a69, a1, a36, a61)	1
p3(X4, X0)	p3(a15, a14)	1
p4(X0, X2)	p4(a94, a57)	1
p4(X7, X5)	p4(a26, a47)	1
p4(X0, X4)	p4(a18, a48)	1
p4(X7, X5)	p4(a16, X5) :- p5(a10, X5)	1
p7(X8)	p7(a68)	1
p4(X8, X3)	p4(a55, X0) :- p3(X0, X9)	1
p4(X0, X9)	p4(a20, a47)	1
p3(X1, X0)	p3(a33, a33)	1
p3(X0, X7)	p3(a0, a22)	1
p0(X7)	p0(a42)	1
p8(X0)	p8(a10)	1
p4(X5, X6)	p4(a25, a32)	1
p4(X0, X9)	p4(a47, a35)	1
p6(X0, a10, X7, X1)	p6(a17, a10, a21, a47)	1
p7(X6)	p7(a23)	1
p4(X0, X1)	p4(a49, a95)	1
p0(X0)	p0(a42)	1
p4(X5, X6)	p4(a26, a47)	1
p7(X0)	p7(a51)	1
p7(X3)	p7(a12)	1
p3(X9, X0)	p3(a10, a1)	1
p3(X1, X0)	p3(a19, a17)	1
p3(X0, X7)	p3(a11, a36)	1
p4(X0, X5)	p4(a24, a74)	1
p4(X0, a20)	p4(a51, a20)	1
p0(X6)	p0(a59)	1
p4(X0, X5)	p4(a15, a4)	1
p4(X0, a11)	p4(a30, a11)	1
p4(X6, X3)	p4(a85, a82)	1
p3(X6, X0)	p3(a33, a33)	1
p4(X0, X1)	p4(a94, a57)	1
p3(X2, X0)	p3(a80, a4)	1
p7(X5)	p7(a13)	1
p4(X0, X8)	p4(a85, a82)	1
p4(X9, a80)	p4(a55, X0) :- p3(X0, X9)	1
p3(X8, a0)	p3(a46, a0)	1
p3(X5, X0)	p3(a13, a19)	1
p0(X8)	p0(a13)	1
p3(X0, X3)	p3(a46, a0)	1
p3(X0, X3)	p3(a25, a48)	1
p3(X9, X0)	p3(a10, a13)	1
p3(X6, X0)	p3(a46, a0)	1
p5(X1, X0)	p5(a44, a0)	1
p7(X1)	p7(a27)	1
p3(X0, X1)	p3(a0, a0)	1
p4(a0, X0)	p4(a0, a61)	1
p4(X2, X4)	p4(a18, a48)	1
p4(X0, X3)	p4(a74, a1)	1
p1(a37, a41, X0, a83, a44)	p1(a37, a41, a16, a83, a44)	1
p3(a88, X6)	p3(a88, a22)	1
p7(X0)	p7(a85)	1
p3(X0, X1)	p3(a15, a14)	1
p4(X2, X4)	p4(a64, a96)	1
p3(X4, X0)	p3(a22, a5)	1
p7(a0)	p7(a0)	1
p3(X0, X7)	p3(a23, a45)	1
p4(X1, X0)	p4(a51, a20)	1
p4(X1, X0)	p4(a30, a11)	1
p3(a45, X0)	p3(a45, a93)	1
p0(X8)	p0(a49)	1
p4(X0, X2)	p4(a46, a33)	1
p3(X8, X0)	p3(a13, a19)	1
p6(X2, X3, X8, X0)	p6(a83, a83, a30, a25)	1
p3(X0, X3)	p3(a33, a19)	1
p3(X6, X0)	p3(a33, a19)	1
p3(a33, X0)	p3(a33, a19)	1
p0(X1)	p0(a42)	1
p4(X3, X7)	p4(a85, a82)	1
p4(X0, X7)	p4(a61, a49)	1
